Panel_markerID,BI_markerID,Chr,Pos
Chr07_006072948,Chr07_006072948,Chr07,6072948
Chr07_006224167,Chr07_006224167,Chr07,6224167
Chr07_006375832,Chr07_006375832,Chr07,6375832
Chr07_006502327,Chr07_006502327,Chr07,6502327
Chr07_006602116,Chr07_006602116,Chr07,6602116
Chr07_006666764,Chr07_006666764,Chr07,6666764
Chr07_006739846,Chr07_006739846,Chr07,6739846
Chr07_006741396,Chr07_006741396,Chr07,6741396
Chr07_006969474,Chr07_006969474,Chr07,6969474
Chr07_007010188,Chr07_007010188,Chr07,7010188
Chr07_007042850,Chr07_007042850,Chr07,7042850
Chr07_007340976,Chr07_007340976,Chr07,7340976
Chr07_007341823,Chr07_007341823,Chr07,7341823
Chr07_007438671,Chr07_007438671,Chr07,7438671
Chr07_007541927,Chr07_007541927,Chr07,7541927
Chr07_007688332,Chr07_007688332,Chr07,7688332
Chr07_007750494,Chr07_007750494,Chr07,7750494
Chr07_007773025,Chr07_007773025,Chr07,7773025
Chr07_008005447,Chr07_008005447,Chr07,8005447
Chr07_008007808,Chr07_008007808,Chr07,8007808
Chr07_008162250,Chr07_008162250,Chr07,8162250
Chr07_008247903,Chr07_008247903,Chr07,8247903
Chr07_008441038,Chr07_008441038,Chr07,8441038
Chr07_008615008,Chr07_008615008,Chr07,8615008
Chr07_008616301,Chr07_008616301,Chr07,8616301
Chr07_008659076,Chr07_008659076,Chr07,8659076
Chr07_008659253,Chr07_008659253,Chr07,8659253
Chr07_008831895,Chr07_008831895,Chr07,8831895
Chr07_009012803,Chr07_009012803,Chr07,9012803
Chr07_009396566,Chr07_009396566,Chr07,9396566
Chr07_009454627,Chr07_009454627,Chr07,9454627
Chr07_009519629,Chr07_009519629,Chr07,9519629
Chr07_009700740,Chr07_009700740,Chr07,9700740
Chr07_009840857,Chr07_009840857,Chr07,9840857
Chr07_009977246,Chr07_009977246,Chr07,9977246
Chr07_010093050,Chr07_010093050,Chr07,10093050
Chr07_010162743,Chr07_010162743,Chr07,10162743
Chr07_010247464,Chr07_010247464,Chr07,10247464
Chr07_010303556,Chr07_010303556,Chr07,10303556
Chr07_010415659,Chr07_010415659,Chr07,10415659
Chr07_010576276,Chr07_010576276,Chr07,10576276
Chr07_010724788,Chr07_010724788,Chr07,10724788
Chr07_010864777,Chr07_010864777,Chr07,10864777
Chr07_011013424,Chr07_011013424,Chr07,11013424
Chr07_011159540,Chr07_011159540,Chr07,11159540
Chr07_011287508,Chr07_011287508,Chr07,11287508
Chr07_011424126,Chr07_011424126,Chr07,11424126
Chr07_011436413,Chr07_011436413,Chr07,11436413
Chr07_011653343,Chr07_011653343,Chr07,11653343
Chr07_011779183,Chr07_011779183,Chr07,11779183
Chr07_011967735,Chr07_011967735,Chr07,11967735
Chr07_012083693,Chr07_012083693,Chr07,12083693
Chr07_012160868,Chr07_012160868,Chr07,12160868
Chr07_012342958,Chr07_012342958,Chr07,12342958
Chr07_012349339,Chr07_012349339,Chr07,12349339
Chr07_012371557,Chr07_012371557,Chr07,12371557
Chr07_012505276,Chr07_012505276,Chr07,12505276
Chr07_012696707,Chr07_012696707,Chr07,12696707
Chr07_012804568,Chr07_012804568,Chr07,12804568
Chr07_012930391,Chr07_012930391,Chr07,12930391
Chr07_012933344,Chr07_012933344,Chr07,12933344
Chr07_013017764,Chr07_013017764,Chr07,13017764
Chr07_013018893,Chr07_013018893,Chr07,13018893
Chr07_013026288,Chr07_013026288,Chr07,13026288
Chr07_013035837,Chr07_013035837,Chr07,13035837
Chr07_013222796,Chr07_013222796,Chr07,13222796
Chr07_013326875,Chr07_013326875,Chr07,13326875
Chr07_013350010,Chr07_013350010,Chr07,13350010
Chr07_013465771,Chr07_013465771,Chr07,13465771
Chr07_013569534,Chr07_013569534,Chr07,13569534
Chr07_013752893,Chr07_013752893,Chr07,13752893
Chr07_013893659,Chr07_013893659,Chr07,13893659
Chr07_014011078,Chr07_014011078,Chr07,14011078
Chr07_014160340,Chr07_014160340,Chr07,14160340
Chr07_014240646,Chr07_014240646,Chr07,14240646
Chr07_014379975,Chr07_014379975,Chr07,14379975
Chr07_014483077,Chr07_014483077,Chr07,14483077
Chr07_014486701,Chr07_014486701,Chr07,14486701
Chr07_014592601,Chr07_014592601,Chr07,14592601
Chr07_014762827,Chr07_014762827,Chr07,14762827
Chr07_014914824,Chr07_014914824,Chr07,14914824
Chr07_015050206,Chr07_015050206,Chr07,15050206
Chr07_015204653,Chr07_015204653,Chr07,15204653
Chr07_015308473,Chr07_015308473,Chr07,15308473
Chr07_015525206,Chr07_015525206,Chr07,15525206
Chr07_015822197,Chr07_015822197,Chr07,15822197
Chr07_015843422,Chr07_015843422,Chr07,15843422
Chr07_015942754,Chr07_015942754,Chr07,15942754
Chr07_016092862,Chr07_016092862,Chr07,16092862
Chr07_016245668,Chr07_016245668,Chr07,16245668
Chr07_016363363,Chr07_016363363,Chr07,16363363
Chr07_016523557,Chr07_016523557,Chr07,16523557
Chr07_016706401,Chr07_016706401,Chr07,16706401
Chr07_016855374,Chr07_016855374,Chr07,16855374
Chr07_017014000,Chr07_017014000,Chr07,17014000
Chr07_017104230,Chr07_017104230,Chr07,17104230
Chr07_017301255,Chr07_017301255,Chr07,17301255
Chr07_017496948,Chr07_017496948,Chr07,17496948
Chr07_017628688,Chr07_017628688,Chr07,17628688
Chr07_017742960,Chr07_017742960,Chr07,17742960
Chr07_017904115,Chr07_017904115,Chr07,17904115
Chr07_018068594,Chr07_018068594,Chr07,18068594
Chr07_018209843,Chr07_018209843,Chr07,18209843
Chr07_018333407,Chr07_018333407,Chr07,18333407
Chr07_018502309,Chr07_018502309,Chr07,18502309
Chr07_018641791,Chr07_018641791,Chr07,18641791
Chr07_018808975,Chr07_018808975,Chr07,18808975
Chr07_018938863,Chr07_018938863,Chr07,18938863
Chr07_019102107,Chr07_019102107,Chr07,19102107
Chr07_019250784,Chr07_019250784,Chr07,19250784
Chr07_019352905,Chr07_019352905,Chr07,19352905
Chr07_019353911,Chr07_019353911,Chr07,19353911
Chr07_019410061,Chr07_019410061,Chr07,19410061
Chr07_019637374,Chr07_019637374,Chr07,19637374
Chr07_019714796,Chr07_019714796,Chr07,19714796
Chr07_019907103,Chr07_019907103,Chr07,19907103
Chr07_019908703,Chr07_019908703,Chr07,19908703
Chr07_019917109,Chr07_019917109,Chr07,19917109
Chr07_019918090,Chr07_019918090,Chr07,19918090
Chr07_020464013,Chr07_020464013,Chr07,20464013
Chr07_020492880,Chr07_020492880,Chr07,20492880
Chr07_020521508,Chr07_020521508,Chr07,20521508
Chr07_020613374,Chr07_020613374,Chr07,20613374
Chr07_020760687,Chr07_020760687,Chr07,20760687
Chr07_020887610,Chr07_020887610,Chr07,20887610
Chr07_021036681,Chr07_021036681,Chr07,21036681
Chr07_021134524,Chr07_021134524,Chr07,21134524
Chr07_021326899,Chr07_021326899,Chr07,21326899
Chr07_021510219,Chr07_021510219,Chr07,21510219
Chr07_021599385,Chr07_021599385,Chr07,21599385
Chr07_021794865,Chr07_021794865,Chr07,21794865
Chr07_021938429,Chr07_021938429,Chr07,21938429
Chr07_022074044,Chr07_022074044,Chr07,22074044
Chr07_022189873,Chr07_022189873,Chr07,22189873
Chr07_022390994,Chr07_022390994,Chr07,22390994
Chr07_022519158,Chr07_022519158,Chr07,22519158
Chr07_022716941,Chr07_022716941,Chr07,22716941
Chr07_022858906,Chr07_022858906,Chr07,22858906
Chr07_023003289,Chr07_023003289,Chr07,23003289
Chr07_023101528,Chr07_023101528,Chr07,23101528
Chr07_023291631,Chr07_023291631,Chr07,23291631
Chr07_023448537,Chr07_023448537,Chr07,23448537
Chr07_023593259,Chr07_023593259,Chr07,23593259
Chr07_023776756,Chr07_023776756,Chr07,23776756
Chr08_000103725,Chr08_000103725,Chr08,103725
Chr08_000245754,Chr08_000245754,Chr08,245754
Chr08_000409425,Chr08_000409425,Chr08,409425
Chr08_000549036,Chr08_000549036,Chr08,549036
Chr08_000717755,Chr08_000717755,Chr08,717755
Chr08_000849674,Chr08_000849674,Chr08,849674
Chr08_000984048,Chr08_000984048,Chr08,984048
Chr08_001141470,Chr08_001141470,Chr08,1141470
Chr08_001307840,Chr08_001307840,Chr08,1307840
Chr08_001457486,Chr08_001457486,Chr08,1457486
Chr08_001586779,Chr08_001586779,Chr08,1586779
Chr08_001732645,Chr08_001732645,Chr08,1732645
Chr08_001893406,Chr08_001893406,Chr08,1893406
Chr08_002038866,Chr08_002038866,Chr08,2038866
Chr08_002186306,Chr08_002186306,Chr08,2186306
Chr08_002346852,Chr08_002346852,Chr08,2346852
Chr08_002524862,Chr08_002524862,Chr08,2524862
Chr08_002638829,Chr08_002638829,Chr08,2638829
Chr08_002787083,Chr08_002787083,Chr08,2787083
Chr08_002928565,Chr08_002928565,Chr08,2928565
Chr08_003094703,Chr08_003094703,Chr08,3094703
Chr08_003255098,Chr08_003255098,Chr08,3255098
Chr08_003356907,Chr08_003356907,Chr08,3356907
Chr08_003543178,Chr08_003543178,Chr08,3543178
Chr08_003684892,Chr08_003684892,Chr08,3684892
Chr08_003830865,Chr08_003830865,Chr08,3830865
Chr08_004000173,Chr08_004000173,Chr08,4000173
Chr08_004126715,Chr08_004126715,Chr08,4126715
Chr08_004282568,Chr08_004282568,Chr08,4282568
Chr08_004450256,Chr08_004450256,Chr08,4450256
Chr08_004560732,Chr08_004560732,Chr08,4560732
Chr08_004732053,Chr08_004732053,Chr08,4732053
Chr08_004887398,Chr08_004887398,Chr08,4887398
Chr08_005075989,Chr08_005075989,Chr08,5075989
Chr08_005152824,Chr08_005152824,Chr08,5152824
Chr08_005349430,Chr08_005349430,Chr08,5349430
Chr08_005502298,Chr08_005502298,Chr08,5502298
Chr08_005640422,Chr08_005640422,Chr08,5640422
Chr08_005722663,Chr08_005722663,Chr08,5722663
Chr08_005865783,Chr08_005865783,Chr08,5865783
Chr08_005881252,Chr08_005881252,Chr08,5881252
Chr08_005934244,Chr08_005934244,Chr08,5934244
Chr08_006086924,Chr08_006086924,Chr08,6086924
Chr08_006246297,Chr08_006246297,Chr08,6246297
Chr08_006371823,Chr08_006371823,Chr08,6371823
Chr08_006532545,Chr08_006532545,Chr08,6532545
Chr08_006667706,Chr08_006667706,Chr08,6667706
Chr08_006831466,Chr08_006831466,Chr08,6831466
Chr08_006975666,Chr08_006975666,Chr08,6975666
Chr08_007063623,Chr08_007063623,Chr08,7063623
Chr08_007082649,Chr08_007082649,Chr08,7082649
Chr08_007202574,Chr08_007202574,Chr08,7202574
Chr08_007291443,Chr08_007291443,Chr08,7291443
Chr08_007456912,Chr08_007456912,Chr08,7456912
Chr08_007654368,Chr08_007654368,Chr08,7654368
Chr08_007756074,Chr08_007756074,Chr08,7756074
Chr08_007922251,Chr08_007922251,Chr08,7922251
Chr08_008102227,Chr08_008102227,Chr08,8102227
Chr08_008185381,Chr08_008185381,Chr08,8185381
Chr08_008354310,Chr08_008354310,Chr08,8354310
Chr08_008466993,Chr08_008466993,Chr08,8466993
Chr08_008657021,Chr08_008657021,Chr08,8657021
Chr08_008812771,Chr08_008812771,Chr08,8812771
Chr08_008942492,Chr08_008942492,Chr08,8942492
Chr08_009091876,Chr08_009091876,Chr08,9091876
Chr08_009222763,Chr08_009222763,Chr08,9222763
Chr08_009395212,Chr08_009395212,Chr08,9395212
Chr08_009536690,Chr08_009536690,Chr08,9536690
Chr08_009606714,Chr08_009606714,Chr08,9606714
Chr08_009697831,Chr08_009697831,Chr08,9697831
Chr08_009723828,Chr08_009723828,Chr08,9723828
Chr08_010009851,Chr08_010009851,Chr08,10009851
Chr08_010144305,Chr08_010144305,Chr08,10144305
Chr08_010339268,Chr08_010339268,Chr08,10339268
Chr08_010499570,Chr08_010499570,Chr08,10499570
Chr08_010586859,Chr08_010586859,Chr08,10586859
Chr08_010717618,Chr08_010717618,Chr08,10717618
Chr08_010882132,Chr08_010882132,Chr08,10882132
Chr08_011024482,Chr08_011024482,Chr08,11024482
Chr08_011161954,Chr08_011161954,Chr08,11161954
Chr08_011317389,Chr08_011317389,Chr08,11317389
Chr08_011464412,Chr08_011464412,Chr08,11464412
Chr08_011563850,Chr08_011563850,Chr08,11563850
Chr08_011589857,Chr08_011589857,Chr08,11589857
Chr08_011660527,Chr08_011660527,Chr08,11660527
Chr08_011685297,Chr08_011685297,Chr08,11685297
Chr08_012142458,Chr08_012142458,Chr08,12142458
Chr08_012212693,Chr08_012212693,Chr08,12212693
Chr08_012233636,Chr08_012233636,Chr08,12233636
Chr08_012383823,Chr08_012383823,Chr08,12383823
Chr08_012458338,Chr08_012458338,Chr08,12458338
Chr08_012620059,Chr08_012620059,Chr08,12620059
Chr08_012855135,Chr08_012855135,Chr08,12855135
Chr08_012980358,Chr08_012980358,Chr08,12980358
Chr08_013178905,Chr08_013178905,Chr08,13178905
Chr08_013251502,Chr08_013251502,Chr08,13251502
Chr08_013303622,Chr08_013303622,Chr08,13303622
Chr08_013307698,Chr08_013307698,Chr08,13307698
Chr08_013530338,Chr08_013530338,Chr08,13530338
Chr08_013639068,Chr08_013639068,Chr08,13639068
Chr08_013705180,Chr08_013705180,Chr08,13705180
Chr08_013862031,Chr08_013862031,Chr08,13862031
Chr08_013977615,Chr08_013977615,Chr08,13977615
Chr08_014026518,Chr08_014026518,Chr08,14026518
Chr08_014034517,Chr08_014034517,Chr08,14034517
Chr08_014037493,Chr08_014037493,Chr08,14037493
Chr08_014465169,Chr08_014465169,Chr08,14465169
Chr08_014537289,Chr08_014537289,Chr08,14537289
Chr08_014619875,Chr08_014619875,Chr08,14619875
Chr08_014777058,Chr08_014777058,Chr08,14777058
Chr08_014911354,Chr08_014911354,Chr08,14911354
Chr08_014985271,Chr08_014985271,Chr08,14985271
Chr08_014993573,Chr08_014993573,Chr08,14993573
Chr08_015134456,Chr08_015134456,Chr08,15134456
Chr08_015177207,Chr08_015177207,Chr08,15177207
Chr08_015354629,Chr08_015354629,Chr08,15354629
Chr08_015500695,Chr08_015500695,Chr08,15500695
Chr08_015656154,Chr08_015656154,Chr08,15656154
Chr08_015806853,Chr08_015806853,Chr08,15806853
Chr08_016034039,Chr08_016034039,Chr08,16034039
Chr08_016034104,Chr08_016034104,Chr08,16034104
Chr08_016036717,Chr08_016036717,Chr08,16036717
Chr08_016148705,Chr08_016148705,Chr08,16148705
Chr08_016269864,Chr08_016269864,Chr08,16269864
Chr08_016385687,Chr08_016385687,Chr08,16385687
Chr08_016554426,Chr08_016554426,Chr08,16554426
Chr08_016580163,Chr08_016580163,Chr08,16580163
Chr08_016785631,Chr08_016785631,Chr08,16785631
Chr08_016942220,Chr08_016942220,Chr08,16942220
Chr08_017033189,Chr08_017033189,Chr08,17033189
Chr08_017154310,Chr08_017154310,Chr08,17154310
Chr08_017274673,Chr08_017274673,Chr08,17274673
Chr08_017492850,Chr08_017492850,Chr08,17492850
Chr08_017495902,Chr08_017495902,Chr08,17495902
Chr08_017496852,Chr08_017496852,Chr08,17496852
Chr08_017630550,Chr08_017630550,Chr08,17630550
Chr08_017813092,Chr08_017813092,Chr08,17813092
Chr08_017898408,Chr08_017898408,Chr08,17898408
Chr08_018001095,Chr08_018001095,Chr08,18001095
Chr08_018186175,Chr08_018186175,Chr08,18186175
Chr08_018224021,Chr08_018224021,Chr08,18224021
Chr08_018224649,Chr08_018224649,Chr08,18224649
Chr08_018318494,Chr08_018318494,Chr08,18318494
Chr08_018456876,Chr08_018456876,Chr08,18456876
Chr08_018650085,Chr08_018650085,Chr08,18650085
Chr08_018805268,Chr08_018805268,Chr08,18805268
Chr08_018961890,Chr08_018961890,Chr08,18961890
Chr08_019118269,Chr08_019118269,Chr08,19118269
Chr08_019199630,Chr08_019199630,Chr08,19199630
Chr08_019201759,Chr08_019201759,Chr08,19201759
Chr08_019201827,Chr08_019201827,Chr08,19201827
Chr08_019483839,Chr08_019483839,Chr08,19483839
Chr09_000080566,Chr09_000080566,Chr09,80566
Chr09_000222758,Chr09_000222758,Chr09,222758
Chr09_000366550,Chr09_000366550,Chr09,366550
Chr09_000548440,Chr09_000548440,Chr09,548440
Chr09_000674490,Chr09_000674490,Chr09,674490
Chr09_000824833,Chr09_000824833,Chr09,824833
Chr09_000980936,Chr09_000980936,Chr09,980936
Chr09_001127220,Chr09_001127220,Chr09,1127220
Chr09_001258681,Chr09_001258681,Chr09,1258681
Chr09_001428909,Chr09_001428909,Chr09,1428909
Chr09_001545266,Chr09_001545266,Chr09,1545266
Chr09_001728788,Chr09_001728788,Chr09,1728788
Chr09_001880337,Chr09_001880337,Chr09,1880337
Chr09_002038948,Chr09_002038948,Chr09,2038948
Chr09_002145474,Chr09_002145474,Chr09,2145474
Chr09_002313728,Chr09_002313728,Chr09,2313728
Chr09_002498403,Chr09_002498403,Chr09,2498403
Chr09_002626358,Chr09_002626358,Chr09,2626358
Chr09_002765602,Chr09_002765602,Chr09,2765602
Chr09_002918155,Chr09_002918155,Chr09,2918155
Chr09_003080073,Chr09_003080073,Chr09,3080073
Chr09_003212057,Chr09_003212057,Chr09,3212057
Chr09_003374167,Chr09_003374167,Chr09,3374167
Chr09_003503750,Chr09_003503750,Chr09,3503750
Chr09_003644397,Chr09_003644397,Chr09,3644397
Chr09_003831330,Chr09_003831330,Chr09,3831330
Chr09_003955256,Chr09_003955256,Chr09,3955256
Chr09_004118751,Chr09_004118751,Chr09,4118751
Chr09_004265948,Chr09_004265948,Chr09,4265948
Chr09_004418474,Chr09_004418474,Chr09,4418474
Chr09_004597287,Chr09_004597287,Chr09,4597287
Chr09_004683864,Chr09_004683864,Chr09,4683864
Chr09_004858762,Chr09_004858762,Chr09,4858762
Chr09_005019145,Chr09_005019145,Chr09,5019145
Chr09_005140155,Chr09_005140155,Chr09,5140155
Chr09_005315198,Chr09_005315198,Chr09,5315198
Chr09_005466656,Chr09_005466656,Chr09,5466656
Chr09_005611626,Chr09_005611626,Chr09,5611626
Chr09_005743224,Chr09_005743224,Chr09,5743224
Chr09_005871164,Chr09_005871164,Chr09,5871164
Chr09_006055036,Chr09_006055036,Chr09,6055036
Chr09_006198427,Chr09_006198427,Chr09,6198427
Chr09_006355643,Chr09_006355643,Chr09,6355643
Chr09_006494634,Chr09_006494634,Chr09,6494634
Chr09_006655032,Chr09_006655032,Chr09,6655032
Chr09_006852256,Chr09_006852256,Chr09,6852256
Chr09_006946698,Chr09_006946698,Chr09,6946698
Chr09_007120605,Chr09_007120605,Chr09,7120605
Chr09_007286885,Chr09_007286885,Chr09,7286885
Chr09_007388839,Chr09_007388839,Chr09,7388839
Chr09_007562194,Chr09_007562194,Chr09,7562194
Chr09_007693163,Chr09_007693163,Chr09,7693163
Chr09_007797711,Chr09_007797711,Chr09,7797711
Chr09_007966986,Chr09_007966986,Chr09,7966986
Chr09_008151222,Chr09_008151222,Chr09,8151222
Chr09_008303568,Chr09_008303568,Chr09,8303568
Chr09_008470915,Chr09_008470915,Chr09,8470915
Chr09_008598758,Chr09_008598758,Chr09,8598758
Chr09_008746582,Chr09_008746582,Chr09,8746582
Chr09_008927392,Chr09_008927392,Chr09,8927392
Chr09_009052549,Chr09_009052549,Chr09,9052549
Chr09_009192986,Chr09_009192986,Chr09,9192986
Chr09_009373124,Chr09_009373124,Chr09,9373124
Chr09_009471735,Chr09_009471735,Chr09,9471735
Chr09_009567402,Chr09_009567402,Chr09,9567402
Chr09_009593234,Chr09_009593234,Chr09,9593234
Chr09_009675412,Chr09_009675412,Chr09,9675412
Chr09_009802586,Chr09_009802586,Chr09,9802586
Chr09_009977939,Chr09_009977939,Chr09,9977939
Chr09_010105440,Chr09_010105440,Chr09,10105440
Chr09_010255372,Chr09_010255372,Chr09,10255372
Chr09_010391916,Chr09_010391916,Chr09,10391916
Chr09_010487653,Chr09_010487653,Chr09,10487653
Chr09_010582098,Chr09_010582098,Chr09,10582098
Chr09_010608045,Chr09_010608045,Chr09,10608045
Chr09_010713489,Chr09_010713489,Chr09,10713489
Chr09_010883659,Chr09_010883659,Chr09,10883659
Chr09_011000078,Chr09_011000078,Chr09,11000078
Chr09_011160377,Chr09_011160377,Chr09,11160377
Chr09_011298535,Chr09_011298535,Chr09,11298535
Chr09_011499700,Chr09_011499700,Chr09,11499700
Chr09_011599315,Chr09_011599315,Chr09,11599315
Chr09_011729557,Chr09_011729557,Chr09,11729557
Chr09_011928323,Chr09_011928323,Chr09,11928323
Chr09_012045729,Chr09_012045729,Chr09,12045729
Chr09_012141974,Chr09_012141974,Chr09,12141974
Chr09_012323754,Chr09_012323754,Chr09,12323754
Chr09_012510776,Chr09_012510776,Chr09,12510776
Chr09_012653425,Chr09_012653425,Chr09,12653425
Chr09_012772131,Chr09_012772131,Chr09,12772131
Chr09_012934355,Chr09_012934355,Chr09,12934355
Chr09_013051875,Chr09_013051875,Chr09,13051875
Chr09_013229499,Chr09_013229499,Chr09,13229499
Chr09_013397133,Chr09_013397133,Chr09,13397133
Chr09_013538767,Chr09_013538767,Chr09,13538767
Chr09_013678109,Chr09_013678109,Chr09,13678109
Chr09_013765508,Chr09_013765508,Chr09,13765508
Chr09_013842038,Chr09_013842038,Chr09,13842038
Chr09_013869090,Chr09_013869090,Chr09,13869090
Chr09_014076521,Chr09_014076521,Chr09,14076521
Chr09_014163321,Chr09_014163321,Chr09,14163321
Chr09_014312053,Chr09_014312053,Chr09,14312053
Chr09_014448104,Chr09_014448104,Chr09,14448104
Chr09_014599762,Chr09_014599762,Chr09,14599762
Chr09_014662419,Chr09_014662419,Chr09,14662419
Chr09_014696634,Chr09_014696634,Chr09,14696634
Chr09_014783190,Chr09_014783190,Chr09,14783190
Chr09_014783849,Chr09_014783849,Chr09,14783849
Chr09_015037277,Chr09_015037277,Chr09,15037277
Chr09_015332163,Chr09_015332163,Chr09,15332163
Chr09_015333507,Chr09_015333507,Chr09,15333507
Chr09_015334052,Chr09_015334052,Chr09,15334052
Chr09_015448957,Chr09_015448957,Chr09,15448957
Chr09_015641099,Chr09_015641099,Chr09,15641099
Chr09_015809739,Chr09_015809739,Chr09,15809739
Chr09_015901485,Chr09_015901485,Chr09,15901485
Chr09_015977846,Chr09_015977846,Chr09,15977846
Chr09_016154207,Chr09_016154207,Chr09,16154207
Chr09_016154412,Chr09_016154412,Chr09,16154412
Chr09_016234670,Chr09_016234670,Chr09,16234670
Chr09_016316089,Chr09_016316089,Chr09,16316089
Chr09_016444260,Chr09_016444260,Chr09,16444260
Chr09_016447596,Chr09_016447596,Chr09,16447596
Chr09_016503931,Chr09_016503931,Chr09,16503931
Chr09_016635936,Chr09_016635936,Chr09,16635936
Chr09_016812871,Chr09_016812871,Chr09,16812871
Chr09_017008713,Chr09_017008713,Chr09,17008713
Chr09_017137175,Chr09_017137175,Chr09,17137175
Chr09_017276687,Chr09_017276687,Chr09,17276687
Chr09_017416033,Chr09_017416033,Chr09,17416033
Chr09_017442034,Chr09_017442034,Chr09,17442034
Chr09_017442634,Chr09_017442634,Chr09,17442634
Chr09_017621294,Chr09_017621294,Chr09,17621294
Chr09_017660241,Chr09_017660241,Chr09,17660241
Chr09_017662617,Chr09_017662617,Chr09,17662617
Chr09_017662843,Chr09_017662843,Chr09,17662843
Chr09_018067283,Chr09_018067283,Chr09,18067283
Chr09_018155591,Chr09_018155591,Chr09,18155591
Chr09_018325364,Chr09_018325364,Chr09,18325364
Chr09_018437400,Chr09_018437400,Chr09,18437400
Chr09_018628183,Chr09_018628183,Chr09,18628183
Chr09_018762677,Chr09_018762677,Chr09,18762677
Chr09_018929899,Chr09_018929899,Chr09,18929899
Chr09_019022534,Chr09_019022534,Chr09,19022534
Chr09_019177105,Chr09_019177105,Chr09,19177105
Chr09_019286082,Chr09_019286082,Chr09,19286082
Chr09_019305049,Chr09_019305049,Chr09,19305049
Chr09_019386987,Chr09_019386987,Chr09,19386987
Chr09_019473593,Chr09_019473593,Chr09,19473593
Chr09_019662314,Chr09_019662314,Chr09,19662314
Chr09_019862363,Chr09_019862363,Chr09,19862363
Chr09_019905804,Chr09_019905804,Chr09,19905804
Chr09_020072539,Chr09_020072539,Chr09,20072539
Chr09_020269591,Chr09_020269591,Chr09,20269591
Chr09_020336492,Chr09_020336492,Chr09,20336492
Chr09_020395197,Chr09_020395197,Chr09,20395197
Chr09_020474033,Chr09_020474033,Chr09,20474033
Chr09_020550395,Chr09_020550395,Chr09,20550395
Chr09_020707993,Chr09_020707993,Chr09,20707993
Chr09_020852982,Chr09_020852982,Chr09,20852982
Chr09_021023446,Chr09_021023446,Chr09,21023446
Chr09_021172781,Chr09_021172781,Chr09,21172781
Chr09_021325692,Chr09_021325692,Chr09,21325692
Chr09_021456361,Chr09_021456361,Chr09,21456361
Chr09_021595747,Chr09_021595747,Chr09,21595747
Chr09_021768186,Chr09_021768186,Chr09,21768186
Chr09_021934441,Chr09_021934441,Chr09,21934441
Chr09_022111829,Chr09_022111829,Chr09,22111829
Chr09_022210398,Chr09_022210398,Chr09,22210398
Chr09_022369034,Chr09_022369034,Chr09,22369034
Chr09_022515684,Chr09_022515684,Chr09,22515684
Chr09_022598235,Chr09_022598235,Chr09,22598235
Chr09_022792676,Chr09_022792676,Chr09,22792676
Chr09_022954857,Chr09_022954857,Chr09,22954857
Chr09_023107497,Chr09_023107497,Chr09,23107497
Chr09_023175923,Chr09_023175923,Chr09,23175923
Chr09_023223433,Chr09_023223433,Chr09,23223433
Chr09_023311887,Chr09_023311887,Chr09,23311887
Chr10_000085244,Chr10_000085244,Chr10,85244
Chr10_000330217,Chr10_000330217,Chr10,330217
Chr10_000453146,Chr10_000453146,Chr10,453146
Chr10_000616344,Chr10_000616344,Chr10,616344
Chr10_000753266,Chr10_000753266,Chr10,753266
Chr10_000881620,Chr10_000881620,Chr10,881620
Chr10_001031372,Chr10_001031372,Chr10,1031372
Chr10_001210330,Chr10_001210330,Chr10,1210330
Chr10_001344692,Chr10_001344692,Chr10,1344692
Chr10_001503740,Chr10_001503740,Chr10,1503740
Chr10_001637145,Chr10_001637145,Chr10,1637145
Chr10_001761762,Chr10_001761762,Chr10,1761762
Chr10_001914262,Chr10_001914262,Chr10,1914262
Chr10_001987301,Chr10_001987301,Chr10,1987301
Chr10_002060816,Chr10_002060816,Chr10,2060816
Chr10_002126790,Chr10_002126790,Chr10,2126790
Chr10_002258926,Chr10_002258926,Chr10,2258926
Chr10_002457527,Chr10_002457527,Chr10,2457527
Chr10_002540023,Chr10_002540023,Chr10,2540023
Chr10_002702543,Chr10_002702543,Chr10,2702543
Chr10_002808492,Chr10_002808492,Chr10,2808492
Chr10_002902146,Chr10_002902146,Chr10,2902146
Chr10_002955784,Chr10_002955784,Chr10,2955784
Chr10_003013282,Chr10_003013282,Chr10,3013282
Chr10_003179267,Chr10_003179267,Chr10,3179267
Chr10_003271912,Chr10_003271912,Chr10,3271912
Chr10_003458780,Chr10_003458780,Chr10,3458780
Chr10_003575398,Chr10_003575398,Chr10,3575398
Chr10_003655635,Chr10_003655635,Chr10,3655635
Chr10_003716649,Chr10_003716649,Chr10,3716649
Chr10_003782594,Chr10_003782594,Chr10,3782594
Chr10_003885382,Chr10_003885382,Chr10,3885382
Chr10_004050261,Chr10_004050261,Chr10,4050261
Chr10_004120167,Chr10_004120167,Chr10,4120167
Chr10_004214827,Chr10_004214827,Chr10,4214827
Chr10_004273623,Chr10_004273623,Chr10,4273623
Chr10_004335735,Chr10_004335735,Chr10,4335735
Chr10_004522048,Chr10_004522048,Chr10,4522048
Chr10_004579826,Chr10_004579826,Chr10,4579826
Chr10_004762792,Chr10_004762792,Chr10,4762792
Chr10_004959156,Chr10_004959156,Chr10,4959156
Chr10_005087417,Chr10_005087417,Chr10,5087417
Chr10_005265841,Chr10_005265841,Chr10,5265841
Chr10_005410601,Chr10_005410601,Chr10,5410601
